gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	significant	significant_up	significant_down
NAGPA	37.89804013254755	-0.07699381420217984	0.06543920371992161	-1.176570157114254	0.23936711494673812	0.35152099321978547	FALSE	FALSE	FALSE
NAGS	6.926083673624539	0.32341014211589825	0.15478024054424422	2.0894795161107846	0.036664579971417977	0.07372954783313425	FALSE	FALSE	FALSE
NAIF1	6.695847822521179	-0.1670906933251219	0.1471788671926216	-1.1352899809076564	0.2562538387395677	0.3712587556750714	FALSE	FALSE	FALSE
NAIP	16.849279403234355	-0.03773295248368178	0.10448530161385818	-0.36113167977568583	0.7180010119732778	0.8193068059405896	FALSE	FALSE	FALSE
NALCN	31.258371622239245	0.14818860399521366	0.15264404368998424	0.9708115718958582	0.33164211904173746	0.45571971775969344	FALSE	FALSE	FALSE
NAMPT	201.1853359574032	0.017504404101688662	0.0715161131210612	0.244761681497672	0.8066409652902672	0.8868687281679326	FALSE	FALSE	FALSE
NAMPTP1	1.7557125452136806	0.22501132503412985	0.30456137008025136	0.7388045469287184	0.46002569039973473	0.5902014827405636	FALSE	FALSE	FALSE
NANOG	4.655712906506675	0.19216945709133457	0.18110224207198689	1.061110314774284	0.2886397707774681	0.4074391575313209	FALSE	FALSE	FALSE
NANOGP4	25.719988684101097	-0.017455970491826366	0.10482830503916409	-0.16651962926716002	0.8677480369009181	0.930951189498962	FALSE	FALSE	FALSE
NANOGP5	16.89014676514846	0.14640194840564558	0.09429555929909159	1.5525858215791501	0.12052211508357899	0.20076574166485817	FALSE	FALSE	FALSE
NANOGP7	5.407183549614303	-0.368355448282126	0.19627293902485607	-1.8767510697716578	0.06055221955101441	0.11296195083787389	FALSE	FALSE	FALSE
NANOGP8	5.418439988858192	0.17978404211236898	0.17113602224055036	1.050533019048806	0.29347311820790767	0.41309802246108523	FALSE	FALSE	FALSE
NANOS3	1.6314494781023356	0.012242288510623117	0.31464198339658384	0.03890862998785697	0.9689632360452699	0.9876625556466868	FALSE	FALSE	FALSE
NANP	10.083227546835822	-0.0723396445588832	0.11780156995048541	-0.6140804794816329	0.5391621468956739	0.6667191904303101	FALSE	FALSE	FALSE
NANS	104.33491936870192	-0.653160467768185	0.0696924312268953	-9.372043079422966	7.114187078117827e-21	3.2336531771740203e-19	TRUE	FALSE	TRUE
NAP1L1	391.3557655454019	0.3531951144741739	0.043286961343101886	8.159388035456509	3.3672624784749006e-16	8.396721076243256e-15	FALSE	FALSE	FALSE
NAP1L1P3	1.837857423008637	0.8182770013417616	0.29341320271900717	2.788821340549561	0.005290023861848096	0.01366098095451483	TRUE	TRUE	FALSE
NAP1L2	34.543845558394985	0.36958845809653557	0.07160454284311228	5.1615224875650005	2.4494945894445124e-7	1.5641388424954936e-6	FALSE	FALSE	FALSE
NAP1L3	18.076434226235087	0.7375333309710707	0.10970216420194691	6.723051786046546	1.779572992853234e-11	2.252696834960219e-10	TRUE	TRUE	FALSE
NAP1L4	145.89565792912498	0.0833645699158704	0.032053595783371476	2.6007868346276974	0.009301022797928153	0.022365305622080455	FALSE	FALSE	FALSE
NAP1L4P1	9.109526403659189	0.19472984770479318	0.13104292620302488	1.4860004530355047	0.13727900116768368	0.22386285801981115	FALSE	FALSE	FALSE
NAP1L5	6.021736660204841	0.3725387490916816	0.1627954708160395	2.2883852187304035	0.022115097669409344	0.04764697792874244	FALSE	FALSE	FALSE
NAP1L6	1.4821167404845974	-0.12106609580479612	0.8347574116270756	-0.14503147156108376	0.884686023767432	0.9409369789242891	FALSE	FALSE	FALSE
NAPA	90.00912969223276	-0.11074553186952943	0.04414769611139744	-2.5085234706265607	0.012123691368801202	0.028131925744838117	FALSE	FALSE	FALSE
NAPA-AS1	1.6524865386759136	0.07196090668498017	0.30933664761339136	0.23262974898117098	0.8160489246299444	0.8943005646764792	FALSE	FALSE	FALSE
NAPB	28.96246984019998	0.33838644092259146	0.07229742957507744	4.680476787507269	2.8620851726886773e-6	1.5069312083474476e-5	FALSE	FALSE	FALSE
NAPEPLD	55.39454426835694	0.36944193265588526	0.08305480980253217	4.448170232816809	8.660488230082133e-6	4.148292995044899e-5	FALSE	FALSE	FALSE
NAPG	56.69577341886439	-0.0130360591238831	0.052398901157345176	-0.24878497136300598	0.8035271167962248	0.8849570250773218	FALSE	FALSE	FALSE
NAPRT	22.369390525945015	-0.1838372247106138	0.09257405952875329	-1.98583950673044	0.04705114748715507	0.09112062675152861	FALSE	FALSE	FALSE
NAPSA	5.351064452556949	0.22725485428493	0.17366606301626902	1.308573767021141	0.19067877181429027	0.2927509540895663	FALSE	FALSE	FALSE
NAPSB	15.813597019158404	0.3926787405841277	0.1216942713183612	3.2267643852918195	0.0012519850790572752	0.003789550228756532	FALSE	FALSE	FALSE
NARF	59.06059158393058	-0.4252502071941126	0.051944651718899844	-8.186602337722231	2.687041855302882e-16	6.76312111828278e-15	FALSE	FALSE	FALSE
NARFL	33.22308937498783	-0.275702461042635	0.0667831059156915	-4.128326427205827	3.654131219228422e-5	1.5516014410381623e-4	FALSE	FALSE	FALSE
NARS	172.09748262802665	-0.03549506094609359	0.03213890563052822	-1.104426558705764	0.269408145210974	0.3858537850542069	FALSE	FALSE	FALSE
NARS2	54.727432865276526	-0.08126843182998854	0.05367231066438565	-1.5141593649314289	0.1299854250665036	0.21363460088929895	FALSE	FALSE	FALSE
NASP	151.7374880591523	0.10798379140053971	0.0361230689011409	2.9893304939306855	0.0027958953142878085	0.007746600378900571	FALSE	FALSE	FALSE
NAT1	10.740270776150865	-0.12746714041456753	0.14914240806745502	-0.8546673080195669	0.39273535388535585	0.5219915607316467	FALSE	FALSE	FALSE
NAT10	169.86175886960174	0.007293430498290179	0.03249779836621068	0.22442844946300927	0.8224239357547543	0.8989003498293516	FALSE	FALSE	FALSE
NAT14	3.73984525979539	0.15638710350205742	0.19829463223782923	0.7886602967370844	0.43031057910252635	0.5609973028418208	FALSE	FALSE	FALSE
NAT2	0.6553248005148997	0.24296201491331468	0.7181895041142974	0.3382979193116252	0.7351386915351914	0.8327758088819442	FALSE	FALSE	FALSE
NAT6	10.942652564723794	-0.06914269990739726	0.11366094116802407	-0.6083241894432684	0.5429724807545296	0.6701616692172515	FALSE	FALSE	FALSE
NAT8	0.14975764463812846	-0.12358505731520744	3.200061145184819	-0.03861959247284002	0.9691936814100426	NA	FALSE	FALSE	FALSE
NAT8B	0.6572788855214065	-0.15200627133858427	0.9813994880673245	-0.1548872535463933	0.876910202572874	0.9358544835760139	FALSE	FALSE	FALSE
NAT8L	2.1019249145216574	-0.32969484482698663	0.27829698349055887	-1.1846870946704724	0.23614118686128274	0.3478497866566163	FALSE	FALSE	FALSE
NAT9	37.08070503903457	-0.26675514921850363	0.0646719416141516	-4.124743166209996	3.7114868632034984e-5	1.5740941824354208e-4	FALSE	FALSE	FALSE
NATD1	3.2672018343369222	-0.28130214023689276	0.21757839014009975	-1.292877201893814	0.19605353365223052	0.2990000270784531	FALSE	FALSE	FALSE
NAV1	116.38246174052281	0.08907323863598943	0.05755068898136924	1.5477354000892138	0.12168601535632037	0.20229361117684586	FALSE	FALSE	FALSE
NAV2	137.4031866602968	0.4276277590042951	0.07769476076258017	5.503945887819142	3.713835814680371e-8	2.721584783241108e-7	FALSE	FALSE	FALSE
NAV3	81.28124042558522	0.22484791371740612	0.07652152148992492	2.938361775085854	0.0032995175224701653	0.008976904283573646	FALSE	FALSE	FALSE
NAXD	52.15631137554005	-0.14420617600521193	0.05570376667175379	-2.5888047545326205	0.009630968407513828	0.023040108187862028	FALSE	FALSE	FALSE
NAXE	78.29206552620113	-0.3238255600150818	0.04775209497729092	-6.781389594929415	1.1902541962411124e-11	1.5466843581432307e-10	FALSE	FALSE	FALSE
NBAS	284.29915347672545	-0.005593383103791805	0.026301765276745184	-0.21266188960849783	0.8315906944571342	0.9051541634878729	FALSE	FALSE	FALSE
NBEA	394.27127293685436	0.13145112937658285	0.05616102216366605	2.3406114118347814	0.019252193345389676	0.042295146897769	FALSE	FALSE	FALSE
NBEAL1	219.6089633136286	0.026771026426392522	0.035193611972713805	0.7606785699390146	0.4468490778176507	0.577838267905965	FALSE	FALSE	FALSE
NBEAL2	168.33007907198572	-0.31016860065925056	0.041432599624344514	-7.486100400926933	7.095012789709238e-14	1.283476494998199e-12	FALSE	FALSE	FALSE
NBEAP1	14.054902987166058	-1.6917807426903324	0.23240502884487277	-7.279449808375589	3.3518434395527274e-13	5.454340400692108e-12	TRUE	FALSE	TRUE
NBL1	6.480213813367589	0.5711868535142852	0.1608521503242031	3.551005394475848	3.837625510871742e-4	0.0013086679587168675	FALSE	FALSE	FALSE
NBN	201.85099388756103	0.06293684429350659	0.034447617727803075	1.8270303854048382	0.06769520092294443	0.12426455686162031	FALSE	FALSE	FALSE
NBPF1	337.40835726069366	-0.10833670086489991	0.052479005057124266	-2.064381760800793	0.038981534419451715	0.07767659247539958	FALSE	FALSE	FALSE
NBPF10	148.2981548521515	-0.14348200209189027	0.05402424617674219	-2.6558816132757124	0.007910137836723135	0.019395006224217585	FALSE	FALSE	FALSE
NBPF11	386.4137869792312	-0.30794775031839633	0.0327853541539184	-9.392845014656992	5.84010392173705e-21	2.682836652320357e-19	FALSE	FALSE	FALSE
NBPF12	471.4998322224452	-0.17259627706837444	0.03352635448853489	-5.148077675054045	2.631695192997713e-7	1.6705914240758905e-6	FALSE	FALSE	FALSE
NBPF13P	2.1044886350403345	-0.7600492213681054	0.27757836020638477	-2.7381429186446464	0.006178721824752626	0.01562998258944409	TRUE	FALSE	TRUE
NBPF14	873.5331635952285	-0.4172897362355956	0.03410376833706987	-12.23588349859898	1.9991761197657864e-34	3.778267500031041e-32	FALSE	FALSE	FALSE
NBPF15	245.7455837088663	-0.4600349996800448	0.07402310713961158	-6.214748575906087	5.140689467291981e-10	5.1696595696404e-9	FALSE	FALSE	FALSE
NBPF17P	14.32033782866797	0.018179578074881887	0.10664658042578663	0.17046564458325708	0.8646439505485237	0.9286054491086159	FALSE	FALSE	FALSE
NBPF19	167.14022682566628	-0.3563275969274594	0.04031624464335335	-8.838313193096583	9.717455044535537e-19	3.45482787020657e-17	FALSE	FALSE	FALSE
NBPF20	341.4310732988858	-0.36188545799249633	0.03357733493269121	-10.777670673325572	4.388581432217486e-27	3.923318960876587e-25	FALSE	FALSE	FALSE
NBPF25P	131.09251532326678	-0.3781277596770735	0.04054148804100258	-9.326933419282618	1.0897827773429883e-20	4.861153196243205e-19	FALSE	FALSE	FALSE
NBPF26	209.48739375149225	-0.23733009945872724	0.03522369375755791	-6.737797037762502	1.6080597162981503e-11	2.052467214907799e-10	FALSE	FALSE	FALSE
NBPF2P	14.303813496992204	-0.20537006713465278	0.10649367287383109	-1.928472007702899	0.053796442773191996	0.10199263987578508	FALSE	FALSE	FALSE
NBPF3	442.8468235808174	-0.541472476893642	0.039198431688064694	-13.813626045108121	2.109405586598143e-43	9.468154867345207e-41	FALSE	FALSE	FALSE
NBPF7	3.9248913864629453	0.23434523103911856	0.20645069154923704	1.1351147786454805	0.2563272301949076	0.3712915813195264	FALSE	FALSE	FALSE
NBPF8	348.08028878859983	-0.36991417365116563	0.0428735968056151	-8.628018202632312	6.242414645811409e-18	2.0073555752836835e-16	FALSE	FALSE	FALSE
NBPF9	206.10319864849882	-0.3869276541960485	0.04160072634364811	-9.300983136683318	1.3915296286444478e-20	6.156161365327439e-19	FALSE	FALSE	FALSE
NBR1	208.5195458892307	-0.06716188393611336	0.03172538509010344	-2.116976161057353	0.03426187105295687	0.06963339433177115	FALSE	FALSE	FALSE
NBR2	26.97366572478853	0.20122291276933726	0.0763701190062911	2.634838276902007	0.00841773792877139	0.020488043795230407	FALSE	FALSE	FALSE
NCALD	42.35466656148489	-0.16955932212830602	0.09007650677706225	-1.8823922928978842	0.0597827715773223	0.11171999424350845	FALSE	FALSE	FALSE
NCAM1	57.146804180911595	0.782788923337101	0.12382879605273049	6.3215419053558675	2.5896612712113856e-10	2.7110909663872357e-9	TRUE	TRUE	FALSE
NCAM2	26.50684873276387	0.6121675312579979	0.16754015671102304	3.6538555488752347	2.583316406121735e-4	9.154202626627102e-4	TRUE	TRUE	FALSE
NCAPD2	109.8187382268531	-0.15062527247910673	0.04021013669459894	-3.745952758706708	1.7971041052380646e-4	6.60163818369209e-4	FALSE	FALSE	FALSE
NCAPD3	255.04029700767816	-1.7300027773118256	0.1138065893091082	-15.201253177116078	3.469202856960896e-52	2.9897590221288996e-49	TRUE	FALSE	TRUE
NCAPG	14.429259653291801	-0.8102433478090576	0.11780751766103803	-6.877687976928028	6.083172626581151e-12	8.201624170193424e-11	TRUE	FALSE	TRUE
NCAPG2	67.40107715937528	-0.18506776210677325	0.04932229196033135	-3.752213345146622	1.7528019938639196e-4	6.458717112672849e-4	FALSE	FALSE	FALSE
NCAPH	10.675728092124016	-0.5515169845736932	0.12454198531829297	-4.42836191477257	9.495147810980527e-6	4.5199504990626476e-5	FALSE	FALSE	FALSE
NCAPH2	47.47019789184863	0.03523510436430784	0.05645586028865027	0.6241177476378198	0.5325502592749571	0.6607045569549092	FALSE	FALSE	FALSE
NCBP1	126.15177716713589	-0.07581895099734724	0.03482908871099109	-2.176885867628828	0.029489084126463477	0.061237813735388495	FALSE	FALSE	FALSE
NCBP2	48.42138684159149	-0.08669532204109204	0.05488551328261735	-1.579566571504563	0.11420615975397667	0.19216694701518602	FALSE	FALSE	FALSE
NCBP2-AS2	3.4678788832006022	-0.5807624837323161	0.2185978295727171	-2.6567623515178775	0.007889503715546205	0.019349315993313475	FALSE	FALSE	FALSE
NCBP2L	1.255510396078963	-0.8352322432128967	0.4458725842226779	-1.8732531955715954	0.061033429722966034	0.11368247975977377	FALSE	FALSE	FALSE
NCBP3	107.7656138817367	-0.053409556487651035	0.0371540995086674	-1.4375144921811795	0.1505718579666187	0.24193233499073757	FALSE	FALSE	FALSE
NCCRP1	1.5584725809703877	0.8530821286662119	0.3950859774397368	2.159231603699056	0.030832203363690414	0.06361005663800727	FALSE	FALSE	FALSE
NCDN	42.70283716023008	-0.1635274632546008	0.06328999210064472	-2.583780749957385	0.009772389533619526	0.023311130702151538	FALSE	FALSE	FALSE
NCEH1	33.79454663434409	-0.11709822744792149	0.09084340110751961	-1.2890119262413726	0.19739394042303385	0.3007358212454658	FALSE	FALSE	FALSE
NCF1	15.167436052015415	0.2956004376922387	0.12557299847668096	2.3540127358440994	0.0185719747593599	0.04095948369233381	FALSE	FALSE	FALSE
NCF1B	11.23199877478552	0.3671216274363478	0.1255153555620285	2.924914053682617	0.003445513693982731	0.009325828208147981	FALSE	FALSE	FALSE
NCF1C	14.383676677279198	0.3324107743531989	0.12094177198648769	2.748519133573946	0.005986514077694204	0.015209840307066229	FALSE	FALSE	FALSE
NCF2	38.814224368252944	0.3618250684362869	0.09528568058341964	3.7972659293703668	1.46300814580807e-4	5.479921853517885e-4	FALSE	FALSE	FALSE
NCF4	30.71138246988779	0.10452705295248668	0.08809148452568286	1.1865738614271175	0.23539575120228423	0.34695639015067337	FALSE	FALSE	FALSE
NCK1	70.409920188986	0.06714287141115464	0.047088277200397925	1.4258935642391106	0.15389906740990938	0.24642916494839287	FALSE	FALSE	FALSE
NCK2	35.52500927979554	-0.17958626337058278	0.06690532696387673	-2.68418482533602	0.0072706899750409944	0.01803857847907165	FALSE	FALSE	FALSE
NCKAP1	327.2867443256125	0.12407082172692842	0.030980820521369093	4.004762289667257	6.207987584715556e-5	2.513645790503602e-4	FALSE	FALSE	FALSE
NCKAP1L	109.51164672511831	0.21666648666429403	0.07427277423718258	2.9171723944549526	0.00353220486225188	0.009530538980240044	FALSE	FALSE	FALSE
NCKAP5	40.435167951154526	-0.43525165625941825	0.0752514148792355	-5.7839664138928955	7.295951505868765e-9	6.001957815729002e-8	FALSE	FALSE	FALSE
NCKAP5L	37.96904021271419	0.13837400871181804	0.07942103417468302	1.7422841461302379	0.08145873616588997	0.14536805025214108	FALSE	FALSE	FALSE
NCKIPSD	50.69108766496686	0.05989935672421321	0.057144797037196396	1.0482031581147069	0.29454501583227605	0.4143902550676758	FALSE	FALSE	FALSE
NCL	623.5090879298826	-0.024108334362411773	0.033900018858425404	-0.71115991006063894	0.4769851483505284	0.6065422310813985	FALSE	FALSE	FALSE
NCLN	44.25215608001522	-0.400614766566154	0.06163988701370769	-6.499278080718479	8.070635827433885e-11	9.273698608110029e-10	FALSE	FALSE	FALSE
NCLP1	0.07471361738391001	-0.04564453162081482	3.2001856577211876	-0.014263088615089202	0.9886200876526985	NA	FALSE	FALSE	FALSE
NCMAP	2.3696668671931467	0.16899438094493913	0.2839502860388862	0.5951548184804286	0.5517399883909337	0.6774899150736731	FALSE	FALSE	FALSE
NCOA1	256.1457861578927	0.10047621719021857	0.04947452515763577	2.0308677419354946	0.04226841287593923	0.0832592181011708	FALSE	FALSE	FALSE
NCOA2	270.55986756103397	-0.03579727347709868	0.03336208127128056	-1.0729928143875853	0.2832743401499445	0.4012323751581457	FALSE	FALSE	FALSE
NCOA3	200.14273732833098	0.08100912672116974	0.03501565098944097	2.3135119420055386	0.02069450894949064	0.045014549095713896	FALSE	FALSE	FALSE
NCOA4	267.0562941578645	-0.2740794667154048	0.040545922380290186	-6.75972947772025	1.3824962912311253e-11	1.7772006321345225e-10	FALSE	FALSE	FALSE
NCOA5	79.41943553165078	-0.28306242318007446	0.04318186727102015	-6.555122348079675	5.5596275620640194e-11	6.531198245619918e-10	FALSE	FALSE	FALSE
NCOA6	217.59133106709734	-0.1604471656571432	0.031017412315277312	-5.172809518288428	2.3060006493910178e-7	1.4768960758361914e-6	FALSE	FALSE	FALSE
NCOA7	82.4955448923361	0.6289438689417798	0.0670580828494152	9.379091113507203	6.654385522988768e-21	3.0374732223049366e-19	TRUE	TRUE	FALSE
NCOR1	500.50556959686264	-0.06324270226435516	0.027109982164405105	-2.3328197665652333	0.0196576067816623	0.043064598967635495	FALSE	FALSE	FALSE
NCOR1P2	0.09499179591566492	-0.025553053505396408	3.2001173247919468	-0.00798503645707981	0.99362893039761	NA	FALSE	FALSE	FALSE
NCOR2	311.25963013752346	-0.12772219788877642	0.029865832189927832	-4.276532362351195	1.8982697255105072e-5	8.54360167873906e-5	FALSE	FALSE	FALSE
NCR1	2.685593086630552	0.3815491277974491	0.2778568933475836	1.3731857547264528	0.16969460707060985	0.2665551406631882	FALSE	FALSE	FALSE
NCR3	1.190301071138618	0.7496649336265554	0.40672910547339275	1.8431553668971365	0.06530632942032133	0.12053669728097516	FALSE	FALSE	FALSE
NCR3LG1	13.537162502338688	0.11086752356160413	0.12047683214683487	0.920239365411608	0.35744768719579356	0.4842919394185242	FALSE	FALSE	FALSE
NCS1	75.83955425949313	0.28463213935716386	0.07366349021064673	3.8639513080799612	1.1156747057782299e-4	4.2851955496672615e-4	FALSE	FALSE	FALSE
NCSTN	204.727749091441	-0.11676511626021689	0.029346525141402142	-3.9788395967699905	6.925244139088582e-5	2.781588086813264e-4	FALSE	FALSE	FALSE
NDC1	48.86593386589229	0.07115659243107493	0.057609852869322284	1.235146227373311	0.21677608757459166	0.32468903284399675	FALSE	FALSE	FALSE
NDC80	21.9695696475232	-0.1692795787872503	0.08655264115607283	-1.9557991128428212	0.050488823441977096	0.09666592917954292	FALSE	FALSE	FALSE
NDE1	92.3397499283998	0.042838552373179524	0.04927231060880043	0.8694244666806474	0.38461500549467514	0.5133203427728908	FALSE	FALSE	FALSE
NDEL1	75.32381513976775	-0.03455988282655642	0.04448396950390241	-0.7769064499409076	0.4372139655957759	0.5681065610494537	FALSE	FALSE	FALSE
NDFIP1	154.78515634313723	0.14156812086220238	0.0370764219102729	3.8182789376171598	1.3438592913907568e-4	5.071544654582914e-4	FALSE	FALSE	FALSE
NDFIP2	52.6190053582037	-0.20593367686437686	0.05806359681159908	-3.546691699664711	3.9010081380976035e-4	0.0013292301175915368	FALSE	FALSE	FALSE
NDN	9.157369959907749	0.4672310065317621	0.13519164333767	3.4560642580899237	5.481246356763914e-4	0.0018043308289759899	FALSE	FALSE	FALSE
NDNF	60.598154247990216	1.1771903284162444	0.13540389507207912	8.69391776203775	3.5015117294906236e-18	1.1678029444562767e-16	TRUE	TRUE	FALSE
NDP	8.79393773311616	0.8431798492184236	0.1709085878454896	4.933513639353821	8.076339949899347e-7	4.680063050580458e-6	TRUE	TRUE	FALSE
NDRG1	561.8945845266559	-0.7473556098845883	0.0704869242263471	-10.602755306568426	2.893281792714216e-26	2.3678238580703237e-24	TRUE	FALSE	TRUE
NDRG2	115.48723811439955	0.6296663277000728	0.0662438670663154	9.505277327329436	1.9951567437026658e-21	9.814075808920989e-20	TRUE	TRUE	FALSE
NDRG3	130.21281760046398	-0.2562581205404213	0.06303057651403654	-4.065616002788014	4.7905758310884595e-5	1.984864543861555e-4	FALSE	FALSE	FALSE
NDRG4	7.322139059296779	0.6333658661566078	0.16262749874524957	3.89458038181325	9.836886846328206e-5	3.827627363267856e-4	TRUE	TRUE	FALSE
NDST1	189.0051877053847	-0.42962341341906707	0.029873126235115288	-14.381602047195615	6.751345085717836e-47	3.7296853813279685e-44	FALSE	FALSE	FALSE
NDST2	4.896773690215983	0.27696427002492136	0.17486117584232344	1.5839094566919003	0.11321432506329494	0.19078628341718337	FALSE	FALSE	FALSE
NDST3	4.591461991946102	1.1902056826316598	0.278593619504279	4.2721928978469625	1.935600224896325e-5	8.691643777697231e-5	TRUE	TRUE	FALSE
NDST4	20.27148346969129	0.7190595451206658	0.10258335564156643	7.0095147563032665	2.391460701019695e-12	3.415251006362327e-11	TRUE	TRUE	FALSE
NDUFA1	118.11668192046045	-0.012047208181897995	0.04180046763499565	-0.2882074977508622	0.7731879098085902	0.8630366551044492	FALSE	FALSE	FALSE
NDUFA10	139.11924214044518	0.09139413165849217	0.03417676645814522	2.6741597035055533	0.007491676540886355	0.01851648171084049	FALSE	FALSE	FALSE
NDUFA11	24.600098868833438	0.0075441276565056045	0.07738573280281265	0.0974873194743645	0.922339403857262	0.9635851565663093	FALSE	FALSE	FALSE
NDUFA12	64.000630316757	0.03616095638283388	0.05078540233834336	0.7120344571048536	0.4764434390864649	0.606113617086214	FALSE	FALSE	FALSE
NDUFA13	31.009502917272652	-0.3994621296355413	0.0686484166663921	-5.818956197879858	5.9216248167556595e-9	4.949613033120151e-8	FALSE	FALSE	FALSE
NDUFA2	52.62491697869449	-0.27913260970408166	0.05686669894779515	-4.9085425190643015	9.175573779593192e-7	5.243706553881574e-6	FALSE	FALSE	FALSE
NDUFA3	36.88434299718522	-0.15962261005508607	0.0632591383124414	-2.5233130629554044	0.011625485267026515	0.02712193612107052	FALSE	FALSE	FALSE
NDUFA4	184.527678754156	0.04661611640784286	0.04467714055684883	1.0433997303056315	0.2967631983991304	0.4167585315508754	FALSE	FALSE	FALSE
NDUFA4L2	6.506456060226981	0.2488535961663049	0.16717004974116073	1.4886254837611141	0.1365860171458986	0.22285087008015034	FALSE	FALSE	FALSE
NDUFA5	66.53524275222482	0.17501361052670175	0.05002876859854966	3.4982594101221873	4.683053944217047e-4	0.0015699017351285824	FALSE	FALSE	FALSE
NDUFA5P11	0.4029422133834085	0.13316752742007784	3.163329853974336	0.04209726255792426	0.9664211624004595	0.9873804210638633	FALSE	FALSE	FALSE
NDUFA6	62.27865111594217	-0.027179856901958774	0.04798538094450369	-0.5664195295936687	0.5711086217898984	0.6950144180108089	FALSE	FALSE	FALSE
NDUFA6-AS1	1.304611623034632	-0.1518736930144635	0.3502058362902043	-0.43366979437947073	0.6645282440729339	0.774356332920174	FALSE	FALSE	FALSE
NDUFA8	56.45768429625424	-0.08799260564050561	0.052782832553163295	-1.6670686544129427	0.09550075415168063	0.1658112808740186	FALSE	FALSE	FALSE
NDUFA9	12.712206684861943	-0.11572119970675765	0.1050754553647274	-1.101315233943815	0.27075948323645804	0.38727431894904657	FALSE	FALSE	FALSE
NDUFA9P1	16.294009059472803	0.01935300565880327	0.09523706348096815	0.2032087608693511	0.838971865511103	0.9105202922847428	FALSE	FALSE	FALSE
NDUFAB1	40.1076021344737	-0.11996388125554834	0.061662846319196996	-1.945480762184683	0.05171714289297046	0.09866694798805	FALSE	FALSE	FALSE
NDUFAF1	52.75210612811078	-0.020634924452418355	0.05402409579444367	-0.38195779399866675	0.7024926708647887	0.8061360635835884	FALSE	FALSE	FALSE
NDUFAF2	49.22441028877664	0.057348543835586414	0.05860714457951145	0.9785247898877326	0.3278148367328381	0.4518438140495808	FALSE	FALSE	FALSE
NDUFAF3	68.35868488343606	-0.19499909175327962	0.04942059272848112	-3.945705241226326	7.956544462819982e-5	3.1627998238276106e-4	FALSE	FALSE	FALSE
NDUFAF4	45.662233856559205	6.432600360800648e-4	0.05974479907669159	0.010766795537371247	0.9914095060456382	0.9956295319334216	FALSE	FALSE	FALSE
NDUFAF4P1	1.2590493206050752	-0.05038837274879069	0.3531845376628976	-0.14266868272949323	0.8865518512160374	0.9420843222909755	FALSE	FALSE	FALSE
NDUFAF4P3	4.345257969997415	0.11235804931565971	0.1877333304211571	0.5984981412922147	0.5495075987708771	0.6754801857430562	FALSE	FALSE	FALSE
NDUFAF5	82.92947132436876	0.09242236477045714	0.043203306416199024	2.1392428597965707	0.03241600470360218	0.06641335311326635	FALSE	FALSE	FALSE
NDUFAF6	58.43185415169452	-0.12327418630532645	0.05552275111321394	-2.220246364485139	0.02640204858986618	0.055609750402646096	FALSE	FALSE	FALSE
NDUFAF7	82.67767802889135	0.06452444400613992	0.042764806877344026	1.5088211246038326	0.13134450080495405	0.21545738311578613	FALSE	FALSE	FALSE
NDUFAF8	8.24318611886823	-0.09793063767748487	0.1357965093089713	-0.7211572534214998	0.4708127686314684	0.6005008939240462	FALSE	FALSE	FALSE
NDUFB1	105.58218688169784	-0.005397795886079347	0.05566766442511047	-0.09696465518759072	0.9227544632182967	0.9638214432558395	FALSE	FALSE	FALSE
NDUFB10	62.98004702235521	-0.29775387868887043	0.053192689105669086	-5.597646663385869	2.1728101910941563e-8	1.6530083180481495e-7	FALSE	FALSE	FALSE
NDUFB11	32.16874879748556	-0.10367270941901265	0.0680846367366628	-1.522703423093775	0.1278329211881474	0.21073994085229442	FALSE	FALSE	FALSE
NDUFB2	45.285041209625284	-0.09323732797478387	0.05685735927160148	-1.639846260347745	0.10103713686353576	0.17375839030370993	FALSE	FALSE	FALSE
NDUFB2-AS1	2.0298413197489307	-0.3869710248599872	0.2608136620805672	-1.4837068801267361	0.13788670023762623	0.22463281335498353	FALSE	FALSE	FALSE
NDUFB3	28.832190307745318	-0.025367047038548845	0.07257018811027992	-0.3495518986391532	0.7266750154302937	0.8258367553247007	FALSE	FALSE	FALSE
NDUFB4	107.67585242347545	-0.002489377947671561	0.04738852291955902	-0.05253124162357256	0.958105402476814	0.9827795858464055	FALSE	FALSE	FALSE
NDUFB4P12	0.5809556467941542	0.3734858249165592	0.8318686364579082	0.4489721195727004	0.6534517690978965	0.7654751177258687	FALSE	FALSE	FALSE
NDUFB5	74.38206460179138	0.11436768048912847	0.04864118351577211	2.3512520095660143	0.01871035698607675	0.04123513106229783	FALSE	FALSE	FALSE
NDUFB6	22.73366964471587	0.21364172524220568	0.08211106945371908	2.601862655833782	0.009271897612690623	0.022312413053213388	FALSE	FALSE	FALSE
NDUFB7	34.9070099545349	-0.0697166059205067	0.06660579893472805	-1.0467047469669595	0.2952357737014582	0.41519939584842797	FALSE	FALSE	FALSE
NDUFB8	23.119630834647385	0.10007113250552566	0.07786764191651256	1.2851439961777582	0.19874196967724406	0.3024355662239686	FALSE	FALSE	FALSE
NDUFB8P2	0.14856430818338012	0.1746527924338567	3.2000405235048714	0.05457830647799633	0.9564744219156922	NA	FALSE	FALSE	FALSE
