target_id	num_aggregated_transcripts	sum_mean_obs_counts	pval	qval	b	pa_up	pa_down
CT62	1	4.065199744823595	0.21691203478720442	1	0.8815715336926114	FALSE	FALSE
MYC	5	17.32094146984054	0.9966505006508611	1	0.23213285254396498	FALSE	FALSE
GABRR2	1	2.774513064534739	0.10533569915288735	1	0.8633885232641326	FALSE	FALSE
AC116366.1	4	17.95477819142451	0.9999999732527411	1	-0.234969822335437	FALSE	FALSE
PXK	7	26.496190773174085	0.9990239558622203	1	0.15558730931798848	FALSE	FALSE
HMGB1P6	1	7.288984738767013	1	1	-0.11597641209366003	FALSE	FALSE
UBE2J1	1	8.269424018032607	0.6091367792374107	1	0.12049179856235334	FALSE	FALSE
NR2E3	2	4.058302518817337	1	1	-0.11689954317494355	FALSE	FALSE
IRF1	6	24.571448868935438	0.19287723863371267	1	0.5363924026502848	FALSE	FALSE
RRAGD	1	3.7797623315212556	0.956777361166187	1	0.11561470387325348	FALSE	FALSE
EDN2	1	4.5580339592830015	0.3637535377058238	1	0.6691733529238733	FALSE	FALSE
BX255925.3	1	6.892796449709966	1	1	0.09576893443080624	FALSE	FALSE
RNF208	2	9.324318023675591	0.9984709975037984	1	-0.02942031043496683	FALSE	FALSE
CYSRT1	1	4.011933245933263	1	1	0.02760705832255265	FALSE	FALSE
PILRA	6	21.30991924051696	0.9999636228741999	1	0.03902768243681773	FALSE	FALSE
ANKRD6	9	30.79830907484085	0.18102065534022607	1	0.519275755740961	FALSE	FALSE
SLC34A3	2	5.800813385970637	0.3232779567843493	1	0.25089577846157524	FALSE	FALSE
HIVEP3	6	25.172958197891273	0.9907436594511181	1	0.21243473886684427	FALSE	FALSE
TTC7B	8	29.61120228064334	0.9997354833509036	1	-0.11474329950547729	FALSE	FALSE
AL445933.1	1	4.103646334858372	0.5363600241124862	1	0.33480883925930754	FALSE	FALSE
TUBB4B	2	14.459586662514536	0.995052642808063	1	0.10409200339595698	FALSE	TRUE
MYO9A	7	25.133103127259727	0.9287522546161363	1	0.28372448634486336	FALSE	FALSE
LSP1P5	4	18.32870681580889	0.8701619691241125	1	0.3084991655003614	FALSE	FALSE
FAM166A	2	3.4651655590497317	0.0720498971858817	1	-0.9416209106009727	FALSE	FALSE
FOXJ3	5	28.211380003055325	0.9966726525299622	1	0.127445811446885	FALSE	FALSE
PSD	5	16.429014416921724	0.9549002543625558	1	-0.32855898055269384	FALSE	FALSE
ZCWPW1	6	20.336382709065287	0.9782876385789934	1	0.05626406670823702	FALSE	FALSE
RASL10B	1	1.47307177295444	0.703929894846882	1	-0.16261593557205825	FALSE	FALSE
STPG3	3	9.654652002969101	1	1	-0.019725839313870258	FALSE	FALSE
IGKV2D-29	1	4.045899592746108	0.058189364485815624	1	1.8129869641161098	FALSE	FALSE
IGKV6D-21	1	2.2545050832090396	0.04699755788591296	1	1.762053875377323	FALSE	FALSE
FBXL15	1	5.2631249645360345	1	1	-0.07456071914828914	FALSE	FALSE
APLP1	2	5.510796802985912	0.4893729459578797	1	-0.5418478712930517	FALSE	FALSE
IGKV3D-15	1	2.4909581412592914	0.17926485708670126	1	1.4130253518236056	FALSE	FALSE
CUEDC2	4	18.970915346861517	0.9821312202431056	1	0.0020024324403622243	FALSE	FALSE
TOR4A	1	6.4752432344406134	1	1	0.04116743069647817	FALSE	FALSE
RPS6KA5	5	21.53181776701124	0.9978191675096051	1	0.19392273555123893	FALSE	FALSE
MEPCE	3	17.695553980550038	0.9827070796263295	1	-0.034090882035902596	FALSE	FALSE
NRARP	1	7.121854639796978	1	1	-0.08082835065767621	FALSE	FALSE
EXD3	11	46.82093504429158	0.5613165285767677	1	0.39282075138469175	FALSE	FALSE
LSP1P4	4	14.742805861560353	0.4726390613116533	1	0.14960532579040273	FALSE	FALSE
RAD50	6	27.72084936422526	0.9999325809776601	1	0.06876316201786893	FALSE	FALSE
C10orf95	1	5.100454289279772	1	1	-0.22009630434160113	FALSE	FALSE
RIMKLA	1	4.541416188178596	1	1	-0.040245311336298446	FALSE	FALSE
PPP1R35	5	23.21587104777399	0.9997088714380757	1	-0.04795121512834964	FALSE	FALSE
MFSD13A	4	9.680443368177714	0.9516028290222314	1	0.19309448041178554	FALSE	FALSE
ZMYND12	3	8.404225635497813	0.7928784450884403	1	-0.06402890583578354	FALSE	FALSE
C7orf61	1	2.5162030328885074	0.7628942871545542	1	0.16530121897501937	FALSE	FALSE
ACTR1A	7	22.867417788987353	0.9361592969445467	1	-0.0026854726348795877	FALSE	FALSE
TSC22D4	5	26.11431408547142	0.9999877806855413	1	0.013146203488738488	FALSE	FALSE
PPCS	7	33.80421114239554	0.9993605788572631	1	0.16067364856745878	FALSE	FALSE
BMS1P23	2	6.1411444600758145	0.42852951070432455	1	0.4980471016749108	FALSE	FALSE
LYRM2	8	29.58086800747497	0.9851422977978663	1	0.28183480176955544	FALSE	FALSE
DIP2B	2	9.210109617180313	0.7874631633466075	1	0.20155185158889155	FALSE	FALSE
NYAP1	1	3.3982660708373857	1	1	-0.0020221881313547243	FALSE	FALSE
SENP8	2	8.404812580487537	1	1	-0.11920892823882141	FALSE	FALSE
SUFU	2	5.56611483665476	0.12642195206567106	1	-0.49635395467688587	FALSE	FALSE
CCDC30	5	15.28489519919096	0.9947277303747303	1	-0.33885196225573067	FALSE	FALSE
NOXA1	2	12.692481927456154	1	1	-0.033857016471402185	FALSE	FALSE
ANKRD20A8P	1	3.270932660303312	0.21206396548643958	1	0.600340047382356	FALSE	FALSE
AC020779.1	1	2.0805362701188534	0.4038237997990082	1	0.4301541168101257	FALSE	FALSE
AC097374.1	2	9.451591490832563	0.19983406630351708	1	0.4348855286127241	FALSE	FALSE
AGFG2	5	22.20572870609515	0.9999999993804142	1	0.033269754725715896	FALSE	FALSE
DGLUCY	18	57.997980660907984	0.7230095422405483	1	-0.10160937902040783	FALSE	FALSE
TEKT4	1	3.3371834283845363	0.05061762934927672	1	0.9907378920892765	FALSE	FALSE
ATF1	5	16.599266011099836	0.8509061173409342	1	-0.09344406017338308	FALSE	FALSE
NFKBID	7	19.816645996249772	0.8970000984821699	1	0.2547437289349503	FALSE	FALSE
ENTPD8	2	6.9446485593373035	0.9114727948864959	1	0.32839400095148685	FALSE	FALSE
RCOR2	1	4.7577261824656265	1	1	-0.1386286803619436	FALSE	FALSE
TMPRSS12	1	1.7286431140535659	0.22577645232529167	1	0.6581128063463467	FALSE	FALSE
DRC7	1	1.9403718585036578	0.8286663680211166	1	-0.09332422308353035	FALSE	FALSE
TRIM8	12	51.66866976221194	0.911676726309518	1	-0.0938496168180556	FALSE	FALSE
MAL	1	2.7043965001907857	0.2461117542940055	1	0.7973267507058683	FALSE	FALSE
IRS3P	1	1.6762632946422755	0.816665750362213	1	-0.051661309522715526	FALSE	FALSE
METTL7A	4	22.815915327867657	0.9656088882648218	1	0.3324827614247684	FALSE	FALSE
SAP25	3	14.409874790433157	0.580947640950245	1	0.3370212042822258	FALSE	FALSE
PKM	17	76.18439798560999	0.7181603886095204	1	0.4277865022407137	FALSE	TRUE
NAA40	5	20.985295106089882	0.9864828705961256	1	0.16877056717869438	FALSE	FALSE
NSMF	6	26.766041075483578	0.9997826399159634	1	0.234620416521658	FALSE	FALSE
HCST	1	4.524601971687194	1	1	-0.06567391084809328	FALSE	FALSE
LRCH4	11	49.638413676354396	0.9950334718734936	1	0.12061531049450805	FALSE	FALSE
SLC11A2	17	60.90168480400079	0.9999993981993313	1	0.031002427593056013	FALSE	FALSE
AC103705.1	1	3.7844928832735394	0.6369186580731729	1	0.265037330664217	FALSE	FALSE
CISD2	4	19.711075757098982	0.9293037716882836	1	-0.055938901599553045	FALSE	FALSE
MRPS5	5	28.53174532501276	0.9997431350201703	1	0.10839177071873701	FALSE	TRUE
TYROBP	7	30.13013871403652	0.9999925328577359	1	0.04401059185645615	FALSE	FALSE
ARL3	1	7.457327014305775	0.13409991137821423	1	-0.37739211805470524	FALSE	TRUE
SLC9B1	2	3.7649548533482498	0.9680211124086988	1	0.06139658468774538	FALSE	FALSE
SFXN2	5	20.468074711713204	0.4108299893645342	1	-0.4504127416888215	FALSE	FALSE
COX8A	1	8.344889552540357	0.42543406930927935	1	-0.16006488882072437	FALSE	TRUE
OTUB1	10	31.348357118019283	0.6286103679403178	1	0.3514627063920823	FALSE	TRUE
LRFN3	2	9.224438857476562	0.960703384521789	1	-0.13132397658445596	FALSE	FALSE
ZNF514	4	21.667638398614365	0.9999955110749393	1	0.05594449614963145	FALSE	FALSE
KATNB1	4	15.460641523429459	0.3741999326299338	1	0.5505350404669964	FALSE	FALSE
SYNE4	6	20.129690765820758	0.9736031227281974	1	0.19792273095331733	FALSE	FALSE
BACH2	1	5.333742388321539	0.305452824306704	1	0.5327938894298249	FALSE	FALSE
ZNF2	4	13.462699627161804	0.9932461344696534	1	0.33015403545563327	FALSE	FALSE
FBXO24	5	11.100831461740986	0.9993616768082777	1	-0.052115470477699447	FALSE	FALSE
WBP1L	4	20.602452617705566	0.9909010875875285	1	-0.014244030076558833	FALSE	FALSE
ALKBH6	13	38.8691065025597	0.9965087727562592	1	0.1135947646669944	FALSE	FALSE
MACROD1	5	18.95351901951414	0.824978134398072	1	0.09413156050743396	FALSE	TRUE
PPIH	2	10.5076117214342	1	1	0.023042831121208668	FALSE	TRUE
AC092835.1	1	3.3998950971707487	1	1	0.06909400352568895	FALSE	FALSE
PROM2	8	30.68245601224432	0.2137764113631898	1	-0.12529667161950417	FALSE	FALSE
MAP3K7	5	25.81351003069663	0.872854182137798	1	0.38685612445176143	FALSE	FALSE
KIF3A	5	17.998801361252486	0.9927826754740519	1	0.12818073861882578	FALSE	FALSE
FLRT1	1	3.938906068662626	1	1	-0.04015444030867456	FALSE	FALSE
SLC9B2	5	12.88183507190137	0.9327682319299977	1	0.30435495327498274	FALSE	FALSE
BORCS7	2	6.3123422777390426	0.9998637131695107	1	0.1101566988031745	FALSE	FALSE
STIP1	6	17.88235859652879	0.5829164403199223	1	0.2723596765489731	FALSE	TRUE
PCOLCE	8	33.94709638944407	0.5727877421881646	1	0.3837355955273984	FALSE	FALSE
KIFC3	17	50.88015810825098	0.7580220564165179	1	0.3594898354265631	FALSE	FALSE
PNPLA7	7	28.962941553805752	0.9848032178868134	1	0.03273126182678244	FALSE	FALSE
AS3MT	1	6.298362631003549	1	1	-0.0868707901579795	FALSE	FALSE
MOSPD3	7	24.14090142491662	0.5744935506506625	1	-0.07052307828661247	FALSE	FALSE
PDHB	7	27.83496930020753	0.7960341555688256	1	0.19103666518921855	FALSE	TRUE
CYRIB	16	55.703187793403586	0.8797124861451895	1	0.3742897571621192	FALSE	FALSE
CLIP3	2	9.211481640688962	0.9251724939689162	1	0.49261390004855515	FALSE	FALSE
PARP6	14	60.38758513825716	0.8755250573333374	1	0.33769732746133063	FALSE	FALSE
CNNM2	3	15.254390231166242	0.9999264087350629	1	0.04343282794501423	FALSE	FALSE
MRPL41	1	7.973817298097823	0.8903289272208501	1	0.05831723599614934	FALSE	TRUE
BDH2	7	28.88715748202412	0.9844505279326098	1	0.16645270876665366	FALSE	FALSE
DPH7	11	44.455921630540004	0.7202285443128502	1	0.36963024627523866	FALSE	FALSE
TFR2	3	6.559439483915339	1	1	0.02736852029762889	FALSE	FALSE
NT5C2	8	29.30536608268636	0.7945295643249436	1	0.3637008011102006	FALSE	FALSE
THAP8	2	4.123623597837508	0.32618171420876985	1	-0.6348327015776958	FALSE	FALSE
KCTD6	5	19.207340591281582	0.9907387922674568	1	0.01740114363513831	FALSE	FALSE
YBX1	4	32.10944533675497	0.7420185353074942	1	0.15296769641494984	FALSE	TRUE
WDR62	1	4.912917605905489	0.45866337085047837	1	-0.4569334262650875	FALSE	FALSE
KCNIP3	5	15.83013882932079	0.9785203493429534	1	0.007322504337593373	FALSE	FALSE
ACOX2	8	24.518159947109943	0.9998765955750011	1	0.02211601697194653	FALSE	FALSE
PCGF6	4	10.913552358163821	0.5106094161304275	1	-0.010273616693523002	FALSE	FALSE
CCNI2	2	4.764783875549909	0.5722341402509191	1	0.44516202575594355	FALSE	FALSE
